home_score,away_score,sport,cv
103,83,basketball,train
97,104,basketball,test
113,108,basketball,train
100,102,basketball,test
103,117,basketball,test
91,92,basketball,train
110,84,basketball,train
87,84,basketball,test
110,106,basketball,test
101,95,basketball,train
101,95,basketball,train
101,92,basketball,train
94,99,basketball,train
89,97,basketball,train
102,78,basketball,test
93,104,basketball,test
103,89,basketball,train
90,83,basketball,train
116,78,basketball,train
104,94,basketball,test
104,97,basketball,train
86,117,basketball,train
100,103,basketball,train
89,99,basketball,train
101,100,basketball,train
101,98,basketball,train
107,101,basketball,train
95,98,basketball,train
106,94,basketball,train
98,90,basketball,train
90,89,basketball,test
87,86,basketball,test
100,93,basketball,train
96,113,basketball,train
104,93,basketball,test
79,88,basketball,test
101,72,basketball,train
95,73,basketball,train
102,95,basketball,train
104,114,basketball,train
116,101,basketball,train
101,100,basketball,train
119,114,basketball,train
90,111,basketball,train
113,127,basketball,train
82,119,basketball,train
103,105,basketball,train
118,119,basketball,train
92,77,basketball,train
72,93,basketball,train
99,76,basketball,train
83,90,basketball,train
91,108,basketball,train
115,109,basketball,train
93,80,basketball,train
78,108,basketball,train
97,95,basketball,train
101,107,basketball,train
93,105,basketball,train
113,102,basketball,train
127,105,basketball,train
105,88,basketball,train
98,91,basketball,test
119,113,basketball,test
90,84,basketball,train
112,101,basketball,train
92,78,basketball,train
96,87,basketball,train
93,99,basketball,train
107,94,basketball,train
108,100,basketball,test
117,104,basketball,train
94,107,basketball,train
96,86,basketball,test
87,80,basketball,train
95,113,basketball,train
92,91,basketball,train
105,90,basketball,test
94,98,basketball,train
106,93,basketball,train
107,91,basketball,test
112,88,basketball,train
96,92,basketball,train
111,81,basketball,train
110,87,basketball,train
121,79,basketball,train
117,94,basketball,test
85,96,basketball,test
105,97,basketball,train
100,74,basketball,train
97,106,basketball,train
95,90,basketball,train
108,98,basketball,train
98,81,basketball,train
108,115,basketball,train
107,83,basketball,train
97,102,basketball,train
106,97,basketball,train
105,93,basketball,train
103,90,basketball,test
93,108,basketball,train
92,63,basketball,test
91,79,basketball,test
90,81,basketball,train
100,96,basketball,test
99,91,basketball,train
105,91,basketball,train
98,96,basketball,train
77,100,basketball,train
113,115,basketball,train
129,97,basketball,test
80,93,basketball,train
113,84,basketball,test
104,87,basketball,train
96,85,basketball,test
111,88,basketball,train
107,105,basketball,train
93,103,basketball,test
94,116,basketball,train
86,115,basketball,train
95,78,basketball,train
99,102,basketball,train
92,103,basketball,test
107,102,basketball,train
102,93,basketball,train
89,88,basketball,train
106,136,basketball,train
121,112,basketball,train
118,116,basketball,train
88,94,basketball,test
94,95,basketball,test
107,92,basketball,train
78,99,basketball,train
104,101,basketball,train
81,83,basketball,train
107,96,basketball,train
97,96,basketball,train
77,87,basketball,train
91,85,basketball,train
102,108,basketball,test
87,82,basketball,train
112,108,basketball,test
101,83,basketball,train
71,98,basketball,train
117,101,basketball,train
87,83,basketball,train
101,109,basketball,test
122,105,basketball,test
113,120,basketball,test
97,102,basketball,test
109,108,basketball,train
102,105,basketball,train
81,97,basketball,train
104,88,basketball,train
122,105,basketball,train
125,118,basketball,train
93,99,basketball,train
104,108,basketball,train
90,87,basketball,train
82,108,basketball,train
119,83,basketball,train
136,103,basketball,train
114,75,basketball,train
97,92,basketball,train
99,98,basketball,train
104,97,basketball,test
96,85,basketball,train
122,114,basketball,train
109,94,basketball,train
81,93,basketball,train
88,96,basketball,train
110,118,basketball,test
94,86,basketball,train
89,105,basketball,train
98,91,basketball,train
90,98,basketball,train
100,95,basketball,train
130,102,basketball,train
98,68,basketball,train
92,87,basketball,train
105,103,basketball,train
91,99,basketball,train
93,82,basketball,train
116,94,basketball,train
101,125,basketball,train
103,92,basketball,test
95,96,basketball,train
109,105,basketball,train
90,84,basketball,test
107,110,basketball,train
119,74,basketball,train
101,105,basketball,train
91,102,basketball,train
109,111,basketball,train
84,98,basketball,test
108,97,basketball,train
141,129,basketball,train
98,101,basketball,train
97,101,basketball,train
90,95,basketball,train
84,83,basketball,train
106,84,basketball,train
84,90,basketball,train
103,114,basketball,train
119,108,basketball,test
107,110,basketball,train
99,103,basketball,test
99,100,basketball,test
109,105,basketball,train
110,95,basketball,train
72,76,basketball,test
99,93,basketball,train
87,97,basketball,train
92,86,basketball,train
102,72,basketball,train
105,103,basketball,test
99,113,basketball,train
94,118,basketball,train
90,114,basketball,train
72,90,basketball,train
102,103,basketball,train
107,94,basketball,train
100,98,basketball,train
119,113,basketball,train
75,105,basketball,test
114,82,basketball,test
96,106,basketball,train
122,108,basketball,train
88,82,basketball,train
100,104,basketball,train
127,111,basketball,train
88,113,basketball,train
111,107,basketball,test
107,101,basketball,test
67,86,basketball,train
90,116,basketball,train
82,88,basketball,train
99,105,basketball,train
125,91,basketball,train
105,100,basketball,test
90,103,basketball,train
94,97,basketball,train
122,119,basketball,train
94,87,basketball,test
111,96,basketball,train
113,99,basketball,train
108,98,basketball,train
88,96,basketball,train
92,105,basketball,train
113,111,basketball,train
91,105,basketball,train
87,96,basketball,train
97,90,basketball,train
115,101,basketball,train
102,108,basketball,train
98,102,basketball,test
100,110,basketball,train
101,125,basketball,test
76,108,basketball,test
95,96,basketball,train
101,77,basketball,train
71,69,basketball,train
119,108,basketball,train
88,92,basketball,train
96,85,basketball,train
94,92,basketball,test
99,63,basketball,test
93,97,basketball,train
123,100,basketball,train
106,96,basketball,train
109,108,basketball,train
117,104,basketball,train
108,101,basketball,train
109,94,basketball,train
91,85,basketball,train
107,116,basketball,train
90,107,basketball,train
94,91,basketball,train
92,100,basketball,test
84,89,basketball,train
86,105,basketball,train
89,103,basketball,test
90,102,basketball,train
101,105,basketball,test
88,102,basketball,test
107,97,basketball,train
118,114,basketball,train
102,89,basketball,train
110,104,basketball,train
105,88,basketball,train
86,111,basketball,train
69,97,basketball,train
117,111,basketball,test
103,111,basketball,test
87,76,basketball,train
100,105,basketball,train
116,91,basketball,train
120,109,basketball,train
89,74,basketball,train
93,100,basketball,train
98,100,basketball,train
100,111,basketball,train
119,109,basketball,train
119,108,basketball,train
111,89,basketball,train
99,93,basketball,train
118,103,basketball,test
127,96,basketball,train
94,100,basketball,train
89,93,basketball,test
116,95,basketball,train
128,96,basketball,train
95,99,basketball,train
69,88,basketball,train
106,96,basketball,train
76,86,basketball,train
122,95,basketball,train
103,92,basketball,train
114,108,basketball,test
90,93,basketball,train
93,84,basketball,train
119,98,basketball,train
105,99,basketball,train
94,104,basketball,test
100,86,basketball,train
114,103,basketball,train
83,92,basketball,train
90,96,basketball,train
140,109,basketball,train
112,104,basketball,train
111,101,basketball,train
78,61,basketball,test
98,90,basketball,test
99,85,basketball,test
99,94,basketball,train
112,91,basketball,test
98,100,basketball,train
98,91,basketball,train
106,104,basketball,train
97,98,basketball,train
85,100,basketball,test
76,93,basketball,train
120,81,basketball,test
115,110,basketball,train
109,95,basketball,train
115,86,basketball,train
107,98,basketball,train
96,86,basketball,test
105,99,basketball,train
113,93,basketball,train
98,73,basketball,train
102,89,basketball,train
97,84,basketball,test
93,89,basketball,train
96,86,basketball,train
89,80,basketball,train
117,99,basketball,train
85,76,basketball,train
113,98,basketball,test
86,77,basketball,train
99,109,basketball,train
100,111,basketball,train
106,89,basketball,train
100,97,basketball,train
92,84,basketball,train
98,79,basketball,train
99,81,basketball,train
113,97,basketball,train
93,92,basketball,test
85,105,basketball,test
88,104,basketball,test
90,96,basketball,train
102,78,basketball,test
118,110,basketball,train
104,99,basketball,train
92,86,basketball,train
95,108,basketball,train
90,117,basketball,train
106,104,basketball,train
111,106,basketball,train
102,114,basketball,train
100,103,basketball,train
94,96,basketball,train
97,77,basketball,train
93,85,basketball,test
102,101,basketball,train
80,125,basketball,test
100,98,basketball,train
105,96,basketball,train
102,104,basketball,test
83,91,basketball,train
106,104,basketball,test
110,95,basketball,train
96,83,basketball,test
98,99,basketball,train
97,80,basketball,test
86,73,basketball,train
102,101,basketball,test
119,106,basketball,train
109,102,basketball,train
108,99,basketball,test
121,93,basketball,train
114,110,basketball,train
101,100,basketball,train
114,101,basketball,train
123,111,basketball,train
110,88,basketball,test
113,108,basketball,train
103,87,basketball,train
101,77,basketball,train
82,100,basketball,train
107,113,basketball,train
95,105,basketball,test
102,84,basketball,train
95,97,basketball,test
86,89,basketball,test
93,88,basketball,test
85,82,basketball,train
92,104,basketball,train
96,106,basketball,train
123,116,basketball,train
100,80,basketball,train
106,93,basketball,train
95,105,basketball,train
104,99,basketball,train
83,91,basketball,train
106,102,basketball,train
92,88,basketball,train
97,109,basketball,train
95,90,basketball,train
110,102,basketball,test
105,90,basketball,train
81,82,basketball,test
114,105,basketball,test
94,100,basketball,test
104,96,basketball,train
85,88,basketball,test
106,99,basketball,test
85,90,basketball,train
95,83,basketball,train
95,98,basketball,train
108,103,basketball,train
105,111,basketball,train
103,88,basketball,train
121,118,basketball,train
93,97,basketball,train
93,98,basketball,train
82,85,basketball,train
112,116,basketball,train
92,79,basketball,train
109,98,basketball,train
104,110,basketball,train
94,87,basketball,test
99,100,basketball,train
108,101,basketball,train
100,106,basketball,train
105,95,basketball,train
94,89,basketball,train
85,69,basketball,train
95,88,basketball,train
108,112,basketball,train
114,117,basketball,train
87,102,basketball,train
77,90,basketball,train
94,98,basketball,train
90,99,basketball,train
105,107,basketball,train
97,86,basketball,train
109,95,basketball,train
78,90,basketball,train
117,97,basketball,train
105,100,basketball,train
103,82,basketball,train
95,94,basketball,test
88,93,basketball,train
75,92,basketball,train
99,111,basketball,test
76,103,basketball,train
113,106,basketball,train
109,117,basketball,train
115,111,basketball,train
104,88,basketball,train
120,91,basketball,train
100,89,basketball,train
97,58,basketball,train
73,99,basketball,train
113,98,basketball,train
104,97,basketball,test
90,102,basketball,test
124,118,basketball,test
100,87,basketball,train
96,107,basketball,train
97,86,basketball,train
106,88,basketball,test
116,105,basketball,train
